0 -0.77011 0.00579615
1 -0.770799 0.00479325
2 -0.773619 0.00405125
3 -0.779446 0.00496951
4 -0.779888 0.00511346
5 -0.778887 0.0042805
6 -0.778163 0.00410222
7 -0.775683 0.00468269
8 -0.77469 0.00596403
9 -0.777687 0.00550917
10 -0.777996 0.00521989
11 -0.774504 0.00544136
12 -0.780083 0.00507204
13 -0.781791 0.0051367
14 -0.785115 0.00474913
15 -0.782742 0.00453178
16 -0.780672 0.00382237
17 -0.778178 0.00449354
18 -0.776755 0.00454207
19 -0.776841 0.00329433
20 -0.776993 0.00421701
21 -0.78226 0.00438238
22 -0.784046 0.00429967
23 -0.782773 0.00391872
24 -0.78172 0.00457035
25 -0.785435 0.00435097
26 -0.781527 0.00442801
27 -0.775693 0.00422038
28 -0.777379 0.00473708
29 -0.782205 0.00451143
30 -0.782152 0.00433331
31 -0.781282 0.00383068
32 -0.781579 0.0040522
33 -0.778853 0.00416012
34 -0.776653 0.00446888
35 -0.777254 0.00431806
36 -0.778597 0.00341655
37 -0.779121 0.0029536
38 -0.77734 0.00346917
39 -0.77561 0.00383526
40 -0.778246 0.00404052
41 -0.784083 0.00396808
42 -0.783098 0.00461563
43 -0.783031 0.00395334
44 -0.783849 0.00442464
45 -0.78625 0.0041038
46 -0.785746 0.00440722
47 -0.78269 0.00476237
48 -0.780747 0.00426552
49 -0.781438 0.00521811
50 -0.779985 0.0057641
51 -0.784363 0.0050232
52 -0.789269 0.00489344
53 -0.789711 0.00536639
54 -0.782732 0.0050339
55 -0.782711 0.00513236
56 -0.780886 0.00518013
57 -0.782835 0.00391807
58 -0.785419 0.00392576
59 -0.784237 0.00399521
60 -0.784784 0.0036002
61 -0.786892 0.00350604
62 -0.785354 0.00444377
63 -0.787345 0.00346758
64 -0.781741 0.00318856
65 -0.783094 0.00318154
66 -0.783796 0.00356135
67 -0.781849 0.00302475
68 -0.782188 0.00284564
69 -0.78296 0.00290257
70 -0.780795 0.00292102
71 -0.778021 0.00323769
72 -0.780079 0.00290507
73 -0.779623 0.00299254
74 -0.778388 0.00312476
75 -0.774967 0.00303198
76 -0.774797 0.00320088
77 -0.773683 0.00252644
78 -0.777066 0.00254831
79 -0.777122 0.00250078
80 -0.778648 0.00334221
81 -0.779234 0.00339429
82 -0.78005 0.00317643
83 -0.778767 0.00348544
84 -0.778943 0.00300618
85 -0.782275 0.00320031
86 -0.781647 0.00303459
87 -0.779381 0.00236272
88 -0.777827 0.00238025
89 -0.775818 0.00296224
90 -0.773648 0.00356063
91 -0.773984 0.00341011
92 -0.773738 0.00384144
93 -0.777976 0.00347958
94 -0.775028 0.00337626
95 -0.774065 0.00320513
96 -0.77376 0.0035469
97 -0.77346 0.0033508
98 -0.774946 0.00280395
99 -0.775998 0.00275987
100 -0.776198 0.0031782
101 -0.774055 0.00275584
102 -0.775465 0.00326565
103 -0.775907 0.0034143
104 -0.777267 0.00384609
105 -0.77781 0.00427765
106 -0.781316 0.00450241
107 -0.778186 0.00372526
108 -0.780342 0.0044966
109 -0.785061 0.00385136
110 -0.782231 0.00428455
111 -0.784915 0.00418072
112 -0.786244 0.00417012
113 -0.783339 0.00326338
114 -0.785517 0.00337541
115 -0.784741 0.00351264
116 -0.785011 0.00296105
117 -0.780819 0.00359427
118 -0.781102 0.002506
119 -0.777413 0.00336384
120 -0.779469 0.00385556
121 -0.777041 0.00382433
122 -0.779929 0.00351665
123 -0.779509 0.00367479
124 -0.780227 0.0029291
125 -0.782609 0.00322237
126 -0.783931 0.0030347
127 -0.785155 0.00415253
128 -0.784077 0.00324371
129 -0.78276 0.00303654
130 -0.785275 0.0030443
131 -0.788179 0.00269399
132 -0.788439 0.00309992
133 -0.785734 0.00365316
134 -0.783033 0.00397079
135 -0.784888 0.00379428
136 -0.784041 0.00340976
137 -0.784954 0.00396676
138 -0.786449 0.00386127
139 -0.785401 0.00332059
140 -0.783243 0.00322183
141 -0.780707 0.00412801
142 -0.785201 0.00338762
143 -0.784409 0.00382824
144 -0.782518 0.00333677
145 -0.783491 0.00289596
146 -0.783348 0.00302506
147 -0.779635 0.00256418
148 -0.783796 0.00272008
149 -0.782029 0.00273856
150 -0.780106 0.00310652
151 -0.781907 0.00224876
152 -0.783417 0.00248971
153 -0.780747 0.00276602
154 -0.781126 0.00217522
155 -0.782212 0.00165259
156 -0.78122 0.00287912
157 -0.781955 0.00217291
158 -0.781716 0.00189412
159 -0.78059 0.00215549
160 -0.783048 0.00282014
161 -0.783804 0.00269889
162 -0.781982 0.00314181
163 -0.78304 0.00345183
164 -0.7808 0.00343977
165 -0.77765 0.00362478
166 -0.77923 0.00425368
167 -0.778414 0.00392336
168 -0.776931 0.00347147
169 -0.776719 0.00317642
170 -0.775929 0.00294599
171 -0.776225 0.00323786
172 -0.77577 0.00323747
173 -0.77408 0.00268311
174 -0.775372 0.00340202
175 -0.777478 0.00384311
176 -0.779112 0.00324522
177 -0.780054 0.00307422
178 -0.781327 0.00310751
179 -0.779092 0.00341769
180 -0.779124 0.00320591
181 -0.780767 0.0022896
182 -0.779989 0.00328003
183 -0.77749 0.00307048
184 -0.778848 0.00219257
185 -0.782983 0.00320957
186 -0.784546 0.00397135
187 -0.780802 0.00330266
188 -0.782233 0.003169
189 -0.780789 0.00327497
190 -0.781629 0.00260152
191 -0.784704 0.00311915
192 -0.786999 0.00266026
193 -0.781245 0.0031646
194 -0.780774 0.00314323
195 -0.781163 0.00314791
196 -0.782138 0.00337668
197 -0.781232 0.00409513
198 -0.778853 0.00434641
199 -0.77901 0.00365657
200 -0.77888 0.00462335
201 -0.780136 0.00349607
202 -0.781194 0.00349437
203 -0.780255 0.00382063
204 -0.776975 0.00381857
205 -0.776194 0.00324542
206 -0.775918 0.00345229
207 -0.777249 0.00349866
208 -0.774457 0.00330073
209 -0.777284 0.00342926
210 -0.776199 0.00396461
211 -0.778409 0.00315762
212 -0.780488 0.00372905
213 -0.778513 0.00377166
214 -0.777788 0.00400332
215 -0.775324 0.00390247
216 -0.775267 0.00381796
217 -0.775682 0.00342363
218 -0.775935 0.00350231
219 -0.777031 0.00298919
220 -0.779234 0.00327777
221 -0.778149 0.0033013
222 -0.777221 0.00320589
223 -0.774908 0.00407935
224 -0.776012 0.00328724
225 -0.777827 0.00364496
226 -0.779513 0.0033534
227 -0.779251 0.00286735
228 -0.78154 0.0026002
229 -0.780507 0.0021767
230 -0.779625 0.00247833
231 -0.777374 0.00310262
232 -0.774943 0.00384669
233 -0.773869 0.00306397
234 -0.77464 0.00310588
235 -0.776019 0.00244197
236 -0.774143 0.00225654
237 -0.775444 0.00271605
238 -0.776202 0.0031104
239 -0.777529 0.00439533
240 -0.775806 0.00427596
241 -0.776542 0.00416717
242 -0.779721 0.00346191
243 -0.775025 0.0024468
244 -0.774937 0.00238978
245 -0.778469 0.0028068
246 -0.77808 0.00320395
247 -0.776819 0.00249029
248 -0.778073 0.00279799
249 -0.781212 0.00268403
250 -0.782978 0.00291763
251 -0.783068 0.00289437
252 -0.782433 0.00375707
253 -0.784155 0.00386456
254 -0.783174 0.00351966
255 -0.785336 0.00373684
256 -0.78032 0.00521882
257 -0.779075 0.00520072
258 -0.774638 0.00427061
259 -0.774665 0.00413251
260 -0.780557 0.00437218
261 -0.778611 0.00458788
262 -0.777076 0.00536303
263 -0.776798 0.00527736
264 -0.777611 0.00477056
265 -0.77934 0.00502665
266 -0.78032 0.00504641
267 -0.781856 0.00428129
268 -0.781113 0.0049301
269 -0.780856 0.00416288
270 -0.780846 0.0042828
271 -0.782935 0.00458405
272 -0.785959 0.00514924
273 -0.786507 0.00528062
274 -0.786233 0.00584972
275 -0.785958 0.00588422
276 -0.783608 0.0052724
277 -0.784967 0.00535223
278 -0.787649 0.00472244
279 -0.785311 0.00533378
280 -0.783933 0.00458977
281 -0.785235 0.00464043
282 -0.780084 0.00492683
283 -0.782661 0.00440354
284 -0.780913 0.00461434
285 -0.777318 0.00454948
286 -0.774036 0.0041403
287 -0.775493 0.00499227
288 -0.776368 0.00489487
289 -0.780228 0.00526414
290 -0.782065 0.00547178
291 -0.780158 0.00538467
292 -0.782926 0.00595461
293 -0.788429 0.00394864
294 -0.782716 0.00358042
295 -0.777798 0.00381651
296 -0.774859 0.00342113
297 -0.776261 0.00350517
298 -0.775094 0.00363641
299 -0.769213 0.00432548
