0, 5.18981, 0
1, 5.18528, 0.00452444
2, 5.12089, 0.0644417
3, 5.09813, 0.0509377
4, 5.10491, 0.0400353
5, 5.11503, 0.0342174
6, 5.07966, 0.0456815
7, 5.11055, 0.0501914
8, 5.1164, 0.0446488
9, 5.10462, 0.041635
10, 5.09446, 0.0390071
11, 5.10232, 0.0364652
12, 5.08812, 0.0364228
13, 5.07308, 0.0369254
14, 5.08063, 0.0351953
15, 5.0879, 0.0337161
16, 5.07623, 0.0337549
17, 5.07703, 0.0318346
18, 5.07125, 0.0306627
19, 5.0664, 0.029491
20, 5.06818, 0.0281084
21, 5.06365, 0.0271816
22, 5.06104, 0.0261034
23, 5.06377, 0.0251403
24, 5.06619, 0.0242356
25, 5.05491, 0.0258765
26, 5.04721, 0.0260637
27, 5.04575, 0.0251578
28, 5.04207, 0.0245525
29, 5.03998, 0.0238119
30, 5.0356, 0.0234423
31, 5.0311, 0.0231408
32, 5.0288, 0.0225457
33, 5.02148, 0.023067
34, 5.02295, 0.0224464
35, 5.01951, 0.0220834
36, 5.01456, 0.0220404
37, 5.01685, 0.0215746
38, 5.0148, 0.0211141
39, 5.01473, 0.0205796
40, 5.01431, 0.0200759
41, 5.0105, 0.0199586
42, 5.0135, 0.0197186
43, 5.01733, 0.019642
44, 5.01333, 0.0196136
45, 5.00954, 0.0195529
46, 5.01376, 0.0195934
47, 5.01237, 0.0192316
48, 5.01044, 0.0189335
49, 5.00968, 0.0185664
50, 5.01368, 0.0186321
51, 5.0135, 0.0182712
52, 5.01213, 0.0179758
53, 5.01624, 0.0181122
54, 5.01608, 0.0177805
55, 5.01684, 0.0174767
56, 5.01475, 0.0172939
57, 5.01535, 0.0170037
58, 5.01499, 0.016717
59, 5.01346, 0.0165065
60, 5.01374, 0.0162361
61, 5.01554, 0.0160727
62, 5.01897, 0.0161829
63, 5.02202, 0.0162173
64, 5.01984, 0.0161138
65, 5.02077, 0.0158951
66, 5.01626, 0.0162929
67, 5.01907, 0.0162951
68, 5.01592, 0.0163622
69, 5.0176, 0.016214
