0, 1.58001, 0
1, 1.50762, 0.0723926
2, 1.48666, 0.0467559
3, 1.49242, 0.0335607
4, 1.49801, 0.0265892
5, 1.4995, 0.0217609
6, 1.50355, 0.0188314
7, 1.5001, 0.0166678
8, 1.50589, 0.0157973
9, 1.50915, 0.0145022
10, 1.50501, 0.0137568
11, 1.50342, 0.0126591
12, 1.49663, 0.0134771
13, 1.49081, 0.0137666
14, 1.48795, 0.0131324
15, 1.48557, 0.0125127
16, 1.4874, 0.0118949
17, 1.48811, 0.0112375
18, 1.49099, 0.0110126
19, 1.48588, 0.0116333
20, 1.48678, 0.0111023
21, 1.48995, 0.0110505
22, 1.49042, 0.0105697
23, 1.48923, 0.0101893
24, 1.49475, 0.0112217
25, 1.49375, 0.0108276
26, 1.49244, 0.010501
27, 1.49127, 0.0101858
28, 1.49222, 0.00987342
29, 1.49171, 0.00955191
30, 1.49051, 0.00931612
31, 1.49172, 0.00910071
32, 1.49031, 0.00893343
33, 1.48988, 0.00867719
34, 1.48812, 0.00860831
35, 1.48775, 0.00837387
36, 1.48703, 0.00817558
37, 1.48752, 0.00797248
38, 1.48996, 0.00813891
39, 1.48833, 0.00809864
40, 1.48716, 0.00798422
41, 1.4885, 0.00790597
42, 1.48812, 0.00772927
43, 1.48731, 0.00759546
44, 1.48578, 0.00757969
45, 1.48559, 0.00741555
46, 1.48615, 0.00727768
47, 1.48668, 0.00714402
48, 1.48788, 0.00709879
49, 1.4877, 0.00695753
50, 1.48702, 0.00685384
51, 1.48907, 0.00702479
52, 1.49005, 0.00696083
53, 1.48946, 0.00685597
54, 1.49121, 0.0069544
55, 1.49159, 0.00683967
56, 1.49169, 0.00671924
57, 1.49053, 0.00670361
58, 1.49151, 0.00666193
59, 1.49064, 0.00660788
60, 1.49038, 0.00650374
61, 1.48923, 0.00649956
62, 1.48914, 0.00639626
63, 1.48925, 0.0062965
64, 1.48945, 0.00620221
65, 1.49008, 0.00613928
66, 1.49015, 0.00604745
67, 1.48905, 0.00605881
68, 1.48763, 0.0061375
69, 1.48951, 0.00633341
70, 1.4895, 0.00624358
71, 1.49003, 0.00617919
72, 1.49069, 0.00612929
73, 1.49014, 0.00607048
74, 1.49001, 0.00599034
75, 1.48931, 0.00595338
76, 1.48985, 0.00590029
77, 1.49022, 0.00583624
78, 1.49063, 0.00577628
79, 1.4899, 0.00575051
80, 1.49041, 0.00570262
81, 1.49071, 0.00564026
82, 1.49102, 0.00558049
83, 1.49146, 0.00553173
84, 1.49211, 0.00550482
85, 1.49181, 0.00544902
86, 1.49221, 0.00540094
87, 1.49227, 0.00533953
88, 1.49218, 0.00527984
89, 1.49303, 0.00528921
90, 1.49381, 0.00528896
91, 1.49436, 0.00525938
92, 1.49464, 0.00521013
93, 1.49401, 0.00519282
94, 1.49302, 0.00523273
95, 1.4923, 0.00522754
96, 1.49189, 0.0051898
97, 1.49257, 0.00518235
98, 1.49221, 0.00514234
99, 1.49152, 0.00513838
100, 1.49171, 0.00509101
101, 1.49139, 0.00505081
