16.6721 , 0 , 5.37468 , 0
15.8574 , 0.814695 , 5.10205 , 0.27263
14.933 , 1.03717 , 5.38091 , 0.32021
15.1506 , 0.764988 , 5.36088 , 0.227307
15.0853 , 0.596137 , 5.379 , 0.177001
15.1025 , 0.487045 , 5.30201 , 0.163747
14.9631 , 0.43459 , 5.3156 , 0.139057
14.7471 , 0.433914 , 5.42061 , 0.15978
14.9189 , 0.419448 , 5.39031 , 0.144135
14.9118 , 0.375232 , 5.36334 , 0.131708
14.9365 , 0.340308 , 5.35167 , 0.119705
14.9628 , 0.311768 , 5.39627 , 0.118026
15.0728 , 0.307137 , 5.3669 , 0.112469
15.0497 , 0.285287 , 5.353 , 0.10505
15.1444 , 0.281963 , 5.31782 , 0.103933
15.1558 , 0.264001 , 5.33209 , 0.0982625
15.1123 , 0.251787 , 5.31683 , 0.0935534
15.1664 , 0.243481 , 5.32283 , 0.0884066
15.0998 , 0.239748 , 5.32943 , 0.0838845
15.1104 , 0.22769 , 5.32263 , 0.0798701
15.1375 , 0.218273 , 5.32829 , 0.0761823
15.0706 , 0.218601 , 5.31082 , 0.0747095
15.0003 , 0.220395 , 5.31683 , 0.0716402
15.0464 , 0.215983 , 5.34251 , 0.073239
14.9578 , 0.225292 , 5.35149 , 0.0708207
14.9229 , 0.21925 , 5.36071 , 0.0686635
14.9254 , 0.210988 , 5.36612 , 0.0662926
14.9234 , 0.203323 , 5.37617 , 0.0646677
14.9363 , 0.196608 , 5.38419 , 0.0629114
14.9277 , 0.190135 , 5.39833 , 0.0623994
14.9085 , 0.184901 , 5.41409 , 0.0623765
14.8571 , 0.18626 , 5.41533 , 0.0604086
14.902 , 0.186038 , 5.39585 , 0.0617041
14.8722 , 0.182932 , 5.38802 , 0.0603728
14.8867 , 0.178216 , 5.38241 , 0.0588904
14.8998 , 0.17369 , 5.37469 , 0.0577488
14.9058 , 0.169037 , 5.37783 , 0.0562544
14.9652 , 0.174939 , 5.38383 , 0.0550817
15.052 , 0.191211 , 5.35605 , 0.0604176
15.0859 , 0.189432 , 5.35508 , 0.0588959
15.1119 , 0.186576 , 5.34675 , 0.0580424
