16.3894 , 0 , 5.07343 , 0
16.0165 , 0.372914 , 5.40151 , 0.328077
15.25 , 0.79612 , 5.63154 , 0.297981
15.3959 , 0.58153 , 5.56204 , 0.221871
15.4157 , 0.450886 , 5.48222 , 0.189492
15.1796 , 0.43732 , 5.4719 , 0.155064
15.2926 , 0.386468 , 5.43401 , 0.13642
15.1837 , 0.351941 , 5.54863 , 0.164605
15.424 , 0.392501 , 5.53134 , 0.146193
15.2701 , 0.383311 , 5.5771 , 0.138535
15.1422 , 0.36956 , 5.6061 , 0.12862
15.0105 , 0.362154 , 5.59214 , 0.11824
15.0057 , 0.333168 , 5.55497 , 0.114939
14.9109 , 0.322688 , 5.54243 , 0.10715
14.9337 , 0.301276 , 5.54237 , 0.0997513
14.94 , 0.281886 , 5.53922 , 0.0933619
15.0306 , 0.279878 , 5.52854 , 0.0883455
15.047 , 0.26438 , 5.52084 , 0.0836483
15.133 , 0.264437 , 5.49376 , 0.0836302
15.1611 , 0.252434 , 5.53265 , 0.0883594
15.1521 , 0.240278 , 5.51627 , 0.0856284
15.1006 , 0.234821 , 5.52331 , 0.0819466
15.0787 , 0.225441 , 5.51823 , 0.0784675
15.0806 , 0.215851 , 5.54653 , 0.0802789
15.0817 , 0.20704 , 5.54663 , 0.0770008
15.0832 , 0.198923 , 5.56475 , 0.0761653
15.0458 , 0.195027 , 5.57798 , 0.0744743
15.0502 , 0.187983 , 5.55417 , 0.0756105
15.0594 , 0.181619 , 5.52266 , 0.0794726
15.0214 , 0.17953 , 5.50538 , 0.0786972
15.0459 , 0.175367 , 5.49519 , 0.0767952
15.0429 , 0.169825 , 5.46884 , 0.0788875
15.0158 , 0.16681 , 5.46428 , 0.0765954
15.0201 , 0.161886 , 5.44293 , 0.0773148
15.0392 , 0.158347 , 5.43069 , 0.0760642
15.0282 , 0.154278 , 5.43065 , 0.0739212
14.9687 , 0.161428 , 5.45257 , 0.0751625
14.9858 , 0.158051 , 5.45448 , 0.0731828
14.9877 , 0.153957 , 5.46556 , 0.0721372
14.9757 , 0.150537 , 5.46301 , 0.0703567
14.9191 , 0.157372 , 5.47858 , 0.0703635
14.884 , 0.157518 , 5.5025 , 0.0727122
14.9118 , 0.156291 , 5.49419 , 0.0714859
14.9603 , 0.160228 , 5.48656 , 0.0702574
14.9503 , 0.156948 , 5.50089 , 0.0701576
14.9467 , 0.153538 , 5.49725 , 0.0687117
14.9522 , 0.150335 , 5.50166 , 0.0673777
14.9428 , 0.14747 , 5.49897 , 0.066014
14.9316 , 0.144858 , 5.49942 , 0.0646543
14.9222 , 0.142244 , 5.49142 , 0.06385
14.9181 , 0.139488 , 5.49283 , 0.0626013
