0.083058 , 0
0.083472 , 0.000413945
0.0840878 , 0.000660607
0.0830641 , 0.00112528
0.0835298 , 0.000988242
0.083545 , 0.00080704
0.0838948 , 0.000766557
0.0842877 , 0.000771391
0.084282 , 0.000680327
0.0841348 , 0.000626058
0.0837828 , 0.000666753
0.0837776 , 0.000608682
0.0838827 , 0.000569681
0.0839801 , 0.00053635
0.0839428 , 0.000500705
0.0837856 , 0.000494063
0.0837753 , 0.000464206
0.0837122 , 0.000442178
0.0838217 , 0.000432355
0.0838568 , 0.000411664
0.083879 , 0.000392199
0.0838165 , 0.000379135
0.0838347 , 0.000362735
0.0837841 , 0.000350958
0.0838492 , 0.000342854
0.0837565 , 0.000342189
0.0836844 , 0.000337078
0.0836908 , 0.000324881
0.0836264 , 0.000320034
0.0835551 , 0.000317283
0.0836548 , 0.000322659
0.0836068 , 0.000316072
0.0835867 , 0.000307009
0.083611 , 0.000298833
0.083645 , 0.00029216
0.0836434 , 0.000283933
0.0835809 , 0.000283143
0.0835672 , 0.000275934
0.0835969 , 0.000270403
0.083611 , 0.000263934
0.0835862 , 0.000258606
0.0835682 , 0.000253018
0.0834118 , 0.000292373
0.083395 , 0.000286148
0.0834461 , 0.000284352
0.0834219 , 0.00027915
0.0834336 , 0.000273394
0.08346 , 0.000268936
0.0834962 , 0.000265866
0.0835687 , 0.000270413
0.083568 , 0.000265059
0.0835145 , 0.000265361
0.0834939 , 0.00026112
0.083506 , 0.000256526
0.0835562 , 0.000256755
0.0835956 , 0.000255194
0.083514 , 0.00026361
0.083509 , 0.000259073
0.0834872 , 0.000255575
0.0835126 , 0.000252552
0.0834978 , 0.000248815
0.083518 , 0.000245597
0.0835476 , 0.000243482
0.0835941 , 0.000244114
0.0836469 , 0.000246063
0.0835868 , 0.000249666
0.0835287 , 0.000252668
0.0834676 , 0.000256314
0.0834835 , 0.00025307
0.0835031 , 0.000250202
0.0834703 , 0.000248834
0.0834829 , 0.000245678
0.0834688 , 0.000242696
0.0834184 , 0.00024465
0.0834271 , 0.000241525
0.0834836 , 0.000244927
0.0834354 , 0.000246497
0.0834506 , 0.000243794
0.0834003 , 0.000245891
0.0834375 , 0.000245637
0.0834199 , 0.000243223
0.0834242 , 0.000240277
0.0834353 , 0.000237622
0.0833767 , 0.000241976
0.0833128 , 0.000247498
0.0833452 , 0.000246739
0.0833267 , 0.00024459
0.0832696 , 0.000248455
0.0833212 , 0.000251025
0.083355 , 0.000250508
0.0833323 , 0.000248782
0.0833443 , 0.000246356
0.083365 , 0.000244568
0.0833745 , 0.000242141
0.0833426 , 0.000241694
0.0833719 , 0.000240946
0.0833761 , 0.000238486
0.08336 , 0.000236589
0.0833046 , 0.000240651
0.0832977 , 0.000238329
