0.493538 , 0
0.499531 , 0.00599378
0.501807 , 0.00414162
0.502932 , 0.00313736
0.507118 , 0.00483973
0.505115 , 0.00442995
0.505421 , 0.00375646
0.502796 , 0.00418043
0.503312 , 0.00372274
0.502315 , 0.0034758
0.50196 , 0.00316391
0.502949 , 0.00305268
0.503269 , 0.00282626
0.50359 , 0.00263625
0.502452 , 0.00270535
0.501353 , 0.00275888
0.500679 , 0.00267761
0.501143 , 0.00256669
0.502142 , 0.00262555
0.502094 , 0.00249128
0.502177 , 0.00237112
0.501877 , 0.00228062
0.501462 , 0.00221842
0.501364 , 0.00212621
0.501121 , 0.00205381
0.500808 , 0.00199792
0.501365 , 0.00200153
0.501243 , 0.00193255
0.500928 , 0.00189116
0.50056 , 0.00186379
0.500187 , 0.00184091
0.500418 , 0.00179733
0.500774 , 0.00177804
0.500736 , 0.00172535
0.500803 , 0.00167665
0.501138 , 0.00166346
0.501018 , 0.00162227
0.501305 , 0.00160481
0.501412 , 0.00156679
0.50127 , 0.00153375
0.500855 , 0.00155222
0.50071 , 0.00152176
0.501216 , 0.00156982
0.50134 , 0.00153873
0.500824 , 0.00159014
0.500627 , 0.00156768
0.500814 , 0.0015454
0.500863 , 0.00151363
0.50108 , 0.00149824
0.500812 , 0.00149218
0.500853 , 0.00146321
0.500611 , 0.0014551
0.500795 , 0.00143923
0.500804 , 0.00141235
0.500482 , 0.00142322
0.500482 , 0.00139758
0.500488 , 0.00137285
0.500619 , 0.00135534
0.500461 , 0.00134156
0.500312 , 0.00132739
0.500129 , 0.00131823
0.499918 , 0.00131382
0.499798 , 0.00129837
0.499681 , 0.00128319
0.499723 , 0.00126396
0.499765 , 0.00124538
0.499508 , 0.00125323
0.499535 , 0.00123497
0.499624 , 0.00122014
0.499509 , 0.00120803
0.499453 , 0.00119223
0.499759 , 0.00121472
0.499614 , 0.00120674
0.499567 , 0.00119123
0.499517 , 0.00117631
0.499585 , 0.00116273
0.49965 , 0.00114938
0.499706 , 0.00113592
0.499856 , 0.00113138
0.49975 , 0.00112211
0.49982 , 0.00111036
0.50003 , 0.00111666
0.500102 , 0.00110551
0.500129 , 0.00109259
0.500237 , 0.00108508
0.500141 , 0.00107663
0.500011 , 0.00107214
0.500076 , 0.00106186
0.500066 , 0.00104991
0.500118 , 0.00103949
0.500197 , 0.00103105
0.500205 , 0.00101981
0.500198 , 0.00100881
0.500197 , 0.00099802
0.500218 , 0.000987686
0.500078 , 0.000987342
0.500022 , 0.000978747
0.500007 , 0.000968814
0.499962 , 0.000960029
0.499984 , 0.000950629
